Capture-Date,Name,Record,Height,Weight(lbs),Reach,Stance,DOB,Sig. Strikes Landed,Sig. Strikes Accuracy,Sig. Strikes Absorbed,Sig. Strike Defence,Take Down Averge,Take Down Accuracy,Take Down Defense,Submission Averge,
2020-06-25 23:30:38.698657,Ali Bagautinov,15-6-0,5-4,125,65,Orthodox,Jun 10 1985,2.85,42%,3.09,52%,2.51,36%,65%,0.3,
2020-06-25 23:30:38.969307,Mehdi Baghdad,11-5-0,6-1,155,,Orthodox,Apr 13 1985,3.13,30%,4.56,46%,0.00,0%,33%,0.0,
2020-06-25 23:30:39.226811,Siyar Bahadurzada,24-8-1,5-11,170,73,Orthodox,Apr 17 1984,2.91,40%,3.23,49%,1.32,61%,62%,0.3,
2020-06-25 23:30:39.521190,Shamar Bailey,16-11-0,5-9,155,75,Southpaw,Sep 22 1982,1.56,20%,3.91,69%,1.50,33%,37%,0.0,
2020-06-25 23:30:39.808966,Jordan Bailey,6-3-0,5-9,145,,,,1.74,40%,0.29,0%,4.35,100%,0%,4.3,
2020-06-25 23:30:40.032474,Scott Baker,1-1-0,6-0,210,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:30:40.324935,Bryan Baker,18-5-0,6-3,185,,Orthodox,Oct 13 1985,1.78,52%,2.83,45%,0.44,50%,37%,0.9,
2020-06-25 23:30:40.605748,Oluwale Bamgbose,6-4-0,5-11,185,78,Switch,Aug 04 1987,2.45,48%,2.70,55%,0.94,33%,37%,0.0,
2020-06-25 23:30:40.908310,Stephen Banaszak,5-5-0,6-0,145,,,Dec 07 1990,4.20,47%,1.15,66%,0.00,0%,100%,1.9,
2020-06-25 23:30:41.142462,Marcin Bandel,15-7-0,5-10,155,,Orthodox,Oct 10 1989,0.79,50%,5.26,23%,0.00,0%,0%,0.0,
2020-06-25 23:30:41.396593,Humberto Bandenay,14-7-0 (1 NC),5-11,145,71,Southpaw,Sep 04 1994,2.22,41%,4.79,41%,2.90,46%,62%,0.5,
2020-06-25 23:30:41.659418,Tae Hyun Bang,18-10-0,5-9,155,71,Switch,Apr 15 1983,2.72,38%,2.07,66%,0.49,33%,57%,0.5,
2020-06-25 23:30:41.958417,Yohan Banks,2-1-0,,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:30:42.252158,Antonio Banuelos,20-11-1,5-5,135,63,Orthodox,Sep 23 1979,2.69,33%,3.15,58%,1.62,62%,86%,0.4,
2020-06-25 23:30:42.622940,Renan Barao,34-9-0 (1 NC),5-6,145,70,Orthodox,Jan 31 1987,3.78,36%,3.90,57%,1.49,41%,91%,0.5,
2020-06-25 23:30:42.975433,Junior Barata,9-3-1,5-10,170,,Orthodox,Jan 25 1982,4.03,33%,8.46,34%,0.00,0%,0%,0.0,
2020-06-25 23:30:43.202081,Maycee Barber,8-1-0,5-5,125,65,Switch,May 18 1998,6.02,60%,3.15,49%,0.95,30%,80%,0.3,
2020-06-25 23:30:43.459445,Bryan Barberena,14-7-0,6-0,170,72,Southpaw,May 03 1989,5.65,48%,5.00,44%,0.26,33%,47%,0.3,
2020-06-25 23:30:43.766744,Edson Barboza,20-9-0,5-11,145,75,Orthodox,Jan 21 1986,4.08,43%,4.22,59%,0.46,44%,80%,0.1,
2020-06-25 23:30:44.187208,Raoni Barcelos,15-1-0,5-7,135,67,Orthodox,May 01 1987,4.79,50%,4.46,64%,2.31,58%,83%,0.7,
2020-06-25 23:30:44.505858,Luke Barnatt,13-4-0,6-6,185,77,Orthodox,Apr 13 1988,4.43,36%,3.87,59%,0.63,42%,63%,0.4,
2020-06-25 23:30:44.780100,James Barnes,7-2-0,5-8,145,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:30:45.033102,Nick Barnes,11-2-0,5-11,170,,,,2.86,29%,8.93,51%,5.36,100%,100%,5.4,
2020-06-25 23:30:45.266294,Josh Barnett,35-8-0,6-3,250,78,Orthodox,Nov 10 1977,3.20,50%,2.11,57%,1.26,55%,55%,1.4,
2020-06-25 23:30:45.717615,Chris Barnhizer,2-3-0,,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:30:46.001767,David Baron,17-4-1,5-6,155,,Switch,Feb 15 1973,1.17,30%,2.10,56%,0.00,0%,14%,0.7,
2020-06-25 23:30:46.255874,Phil Baroni,15-18-0,5-9,170,72,Orthodox,Apr 16 1976,2.77,45%,3.93,40%,1.46,47%,60%,0.5,
2020-06-25 23:30:46.641889,Dan Barrera,3-1-0,5-9,170,,Orthodox,Dec 23 1980,0.80,70%,1.20,28%,1.00,8%,0%,0.0,
2020-06-25 23:30:46.902145,Carlos Barreto,14-9-0,6-4,230,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:30:47.149712,Jose Barreto,0-1-0,,185,,Southpaw,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:30:47.395506,Peter Barrett,8-2-0,5-10,155,73,Southpaw,Aug 10 1986,7.27,72%,5.00,33%,4.00,25%,0%,0.0,
2020-06-25 23:30:47.638528,Marc-Andre Barriault,12-4-0,6-1,185,74,Orthodox,Feb 18 1990,4.25,46%,4.12,57%,0.55,28%,69%,0.0,
2020-06-25 23:30:47.878162,David Barrios,4-8-0,5-6,145,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:30:48.109869,Alexandre Barros,22-11-0,5-9,170,,Southpaw,Nov 19 1976,0.98,40%,4.05,36%,1.84,50%,100%,0.0,
2020-06-25 23:30:48.345989,Ricardo Barros,2-2-0,6-1,205,,,Mar 22 1976,0.00,0%,8.22,31%,0.00,0%,100%,0.0,
2020-06-25 23:30:48.576155,Francimar Barroso,19-7-0 (1 NC),6-1,205,75,Orthodox,Feb 28 1980,2.77,52%,3.07,59%,2.22,24%,83%,0.0,
2020-06-25 23:30:48.874493,Pat Barry,8-7-0,5-11,235,74,Orthodox,Jul 07 1979,2.72,52%,3.54,59%,0.00,0%,76%,0.2,
2020-06-25 23:30:49.248618,Enrique Barzola,17-5-2,5-7,145,70,Orthodox,Apr 28 1989,3.91,41%,2.97,68%,4.20,45%,66%,0.3,
2020-06-25 23:30:49.550672,Stephen Bass,11-2-0,5-9,145,,Orthodox,Nov 14 1982,4.87,52%,5.87,55%,0.00,0%,0%,0.0,
2020-06-25 23:30:49.761832,Sean Bassett,0-4-0,,155,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:30:50.022435,Ryan Bastianelli,6-7-0 (1 NC),5-5,135,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:30:50.280307,Shayna Baszler,15-11-0,5-7,135,,Orthodox,Aug 08 1980,2.49,30%,6.36,51%,0.67,18%,44%,1.3,
2020-06-25 23:30:50.533992,Danaa Batgerel,7-2-0,5-7,135,70,Orthodox,Jul 04 1989,5.66,38%,2.61,58%,0.00,0%,57%,0.0,
2020-06-25 23:30:50.825294,Michel Batista,4-1-0 (1 NC),6-3,260,,Orthodox,Apr 20 1984,0.00,0%,4.03,40%,6.72,50%,0%,0.0,
2020-06-25 23:30:51.149620,Mario Bautista,8-1-0,5-9,135,69,Switch,Jul 01 1993,6.19,45%,4.96,58%,0.60,33%,57%,0.0,
2020-06-25 23:30:51.382515,Chris Beal,10-5-0,5-7,125,69,Orthodox,Aug 06 1985,3.45,35%,3.18,61%,1.60,58%,78%,0.2,
2020-06-25 23:30:51.645655,Rudy Bears,16-15-0,5-11,170,,Southpaw,,1.27,29%,2.53,50%,0.00,0%,0%,0.0,
2020-06-25 23:30:51.926242,Salvador Becerra,5-2-0,5-9,155,,,,4.57,31%,3.83,58%,0.00,0%,66%,0.0,
2020-06-25 23:30:52.148307,Ariel Beck,4-5-0,5-6,125,66,Southpaw,Sep 16 1990,4.44,34%,4.31,64%,0.00,0%,0%,0.0,
2020-06-25 23:30:52.405487,Jeff Bedard,13-3-0,5-6,145,,Orthodox,Feb 06 1970,0.80,51%,0.00,100%,3.43,66%,100%,2.6,
2020-06-25 23:30:52.674453,Eric Bedard,6-7-0,6-2,239,,,Sep 11 1984,6.37,35%,8.54,52%,0.00,0%,0%,0.0,
2020-06-25 23:30:52.999519,Johnny Bedford,21-13-1 (1 NC),5-10,135,71,Orthodox,Jan 06 1983,4.53,50%,1.75,63%,1.83,62%,62%,0.0,
2020-06-25 23:30:53.276548,Chase Beebe,24-13-1,5-7,135,67,Orthodox,Mar 29 1985,2.17,38%,1.64,69%,2.49,42%,41%,0.9,
2020-06-25 23:30:53.549275,Lyle Beerbohm,24-3-0,5-10,155,,Southpaw,Feb 05 1979,1.98,55%,1.61,54%,2.10,23%,64%,0.3,
2020-06-25 23:30:53.845590,Mirsad Bektic,13-3-0,5-8,145,70,Orthodox,Feb 16 1991,2.59,41%,1.89,58%,3.32,47%,92%,0.5,
2020-06-25 23:30:54.124597,Diana Belbita,13-5-0,5-7,125,68,Orthodox,Jun 26 1996,6.53,38%,7.53,52%,1.00,100%,64%,0.0,
2020-06-25 23:30:54.363660,Alan Belcher,18-8-0,6-2,185,75,Orthodox,Apr 24 1984,2.70,41%,3.10,59%,0.44,26%,55%,0.9,
2020-06-25 23:30:54.713499,Vitor Belfort,26-14-0 (1 NC),6-0,185,74,Southpaw,Apr 01 1977,1.59,46%,2.83,50%,1.02,60%,53%,0.6,
2020-06-25 23:30:55.230752,Danilo Belluardo,12-5-0,6-0,155,74,Southpaw,Jul 21 1994,1.52,61%,4.79,41%,3.50,100%,50%,0.0,
2020-06-25 23:30:55.508799,Joey Beltran,17-14-0 (1 NC),6-1,185,75,Orthodox,Dec 08 1981,4.92,36%,5.27,54%,0.48,18%,75%,0.0,
2020-06-25 23:30:55.894655,Marco Beltran,8-6-0,5-8,125,69,Orthodox,May 18 1986,2.07,37%,1.93,63%,0.70,50%,46%,0.2,
2020-06-25 23:30:56.233405,Joseph Benavidez,28-6-0,5-4,125,65,Southpaw,Jul 31 1984,3.53,34%,2.55,63%,1.50,30%,65%,0.6,
2020-06-25 23:30:56.665639,Mike Bencic,1-2-0,6-0,215,,Orthodox,,0.00,0%,3.32,53%,0.00,0%,0%,0.0,
2020-06-25 23:30:56.941222,Dave Beneteau,6-5-1,6-2,250,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:30:57.238856,Karla Benitez,14-11-1 (1 NC),5-3,113,,,,0.00,0%,2.40,57%,0.00,0%,100%,0.0,
2020-06-25 23:30:57.488023,Gabriel Benitez,21-9-0,5-8,155,71,Southpaw,Jun 15 1988,4.14,38%,3.16,71%,0.18,50%,56%,1.2,
2020-06-25 23:30:57.764077,Charles Bennett,30-33-2,5-8,155,,Orthodox,Nov 23 1979,1.39,39%,1.35,64%,2.02,100%,36%,2.0,
2020-06-25 23:30:58.032767,Josh Bennett,11-14-0,6-4,259,,Orthodox,,2.90,40%,5.80,43%,1.50,100%,100%,0.0,
2020-06-25 23:30:58.274050,DeAnna Bennett,8-3-1,5-4,125,68,Orthodox,Nov 18 1984,3.13,58%,3.27,58%,0.00,0%,0%,1.0,
2020-06-25 23:30:58.519955,Lance Benoist,7-2-0,5-11,170,72,Southpaw,Aug 26 1988,3.68,51%,2.70,56%,1.50,33%,61%,0.0,
2020-06-25 23:30:58.785822,Joe Benoit,11-4-0,5-9,170,,Orthodox,Mar 12 1982,0.00,0%,0.00,100%,0.00,0%,0%,0.0,
2020-06-25 23:30:59.027003,Ryan Benoit,10-6-0,5-5,125,68,Orthodox,Aug 25 1989,2.80,40%,3.18,60%,0.20,16%,64%,0.2,
2020-06-25 23:30:59.349023,Pat Benson,3-5-3,5-9,155,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:30:59.595011,Len Bentley,10-6-0,5-9,155,,,Nov 30 1982,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:30:59.840071,Steve Berger,21-23-2 (1 NC),5-11,170,,Orthodox,May 20 1973,1.00,27%,3.26,36%,0.84,40%,16%,1.7,
2020-06-25 23:31:00.086100,Kenneth Bergh,6-0-0 (1 NC),6-2,205,76,Orthodox,Jun 26 1989,4.56,75%,1.27,28%,0.00,0%,0%,0.0,
2020-06-25 23:31:00.311304,Bret Bergmark,6-1-1,5-9,170,,,Nov 24 1973,2.78,52%,2.78,37%,4.17,100%,50%,4.2,
2020-06-25 23:31:00.568579,Keith Berish,5-1-0 (1 NC),6-0,205,,Orthodox,Nov 14 1985,3.58,36%,4.81,62%,1.76,40%,0%,0.0,
2020-06-25 23:31:00.797718,Dennis Bermudez,17-9-0,5-6,155,66,Orthodox,Dec 13 1986,4.42,46%,3.07,59%,3.89,40%,82%,1.1,
2020-06-25 23:31:01.142157,Manny Bermudez,14-2-0,5-10,145,71,Orthodox,Jul 16 1994,2.92,61%,2.68,46%,3.06,54%,0%,3.1,
2020-06-25 23:31:01.430030,Talita Bernardo,6-4-0,5-4,135,68,Orthodox,Mar 04 1987,3.12,42%,4.04,55%,1.62,22%,28%,0.5,
2020-06-25 23:31:01.722393,Dave Berry,0-1-0,,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:31:02.040436,Keith Berry,15-14-1 (1 NC),6-1,185,,,Oct 25 1987,0.27,12%,6.27,28%,0.00,0%,0%,0.0,
2020-06-25 23:31:02.300420,Dieusel Berto,0-3-0,5-9,200,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:31:02.553705,Edson Berto,17-12-1,5-6,155,,Orthodox,Jul 05 1983,1.76,36%,4.62,47%,5.47,40%,0%,2.7,
2020-06-25 23:31:02.889246,Allen Berube,4-3-0,5-8,155,,Orthodox,Aug 25 1974,0.92,80%,0.92,33%,6.87,100%,0%,3.4,
2020-06-25 23:31:03.151989,Anton Berzin,5-1-0,6-2,205,,Orthodox,Sep 29 1989,4.40,46%,6.80,67%,2.00,28%,0%,1.0,
2020-06-25 23:31:03.374297,Scott Bessac,4-6-0,6-4,245,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:31:03.623963,Matt Bessette,22-9-0 (1 NC),5-10,145,70,Orthodox,Dec 28 1984,4.36,41%,4.45,58%,0.64,28%,61%,0.3,
2020-06-25 23:31:03.910919,Fernando Bettega,7-5-0,,170,,,Mar 10 1980,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:31:04.161084,Arjan Bhullar,9-1-0,6-1,245,75,Orthodox,May 13 1986,2.33,56%,3.25,59%,1.73,75%,100%,0.0,
2020-06-25 23:31:04.436621,Magomed Bibulatov,14-2-0,5-5,125,65,Orthodox,Aug 22 1988,3.60,51%,1.83,52%,2.85,40%,75%,0.0,
2020-06-25 23:31:04.722972,David Bielkheden,24-12-0,5-10,155,71,Orthodox,Jun 06 1979,1.11,57%,1.64,54%,2.65,63%,14%,0.0,
2020-06-25 23:31:04.968021,Jeremiah Billington,11-2-0,5-9,205,,Orthodox,Nov 14 1977,1.60,62%,7.06,35%,0.00,0%,50%,0.0,
2020-06-25 23:31:05.231776,Scott Bills,7-9-1,5-10,170,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:31:05.478973,Anthony Birchak,13-4-0,5-8,135,69,Orthodox,May 16 1986,3.98,35%,2.26,66%,0.68,16%,83%,0.0,
2020-06-25 23:31:05.720608,Chris Birchler,7-4-0,6-3,205,,Switch,Jun 05 1987,9.35,46%,14.83,35%,0.00,0%,0%,0.0,
2020-06-25 23:31:05.975981,Michael Bisping,30-9-0,6-1,185,75,Orthodox,Feb 28 1979,4.33,38%,2.71,65%,1.05,43%,63%,0.3,
2020-06-25 23:31:06.465280,Amaury Bitetti,5-2-0,5-9,185,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:31:06.711361,Jan Blachowicz,26-8-0,6-2,205,78,Orthodox,Feb 24 1983,3.45,48%,2.77,54%,1.16,52%,65%,0.3,
2020-06-25 23:31:07.078751,Jason Black,23-4-1,5-8,155,,Orthodox,Jul 15 1972,1.06,47%,2.60,45%,0.48,33%,28%,6.2,
2020-06-25 23:31:07.397458,Brad Blackburn,18-13-1 (1 NC),5-10,170,73,Orthodox,May 25 1977,4.55,35%,3.59,65%,0.93,50%,76%,0.7,
2020-06-25 23:31:07.693308,Jason Blackford,3-3-0,,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:31:07.974775,Tom Blackledge,10-7-0,,205,,Orthodox,,2.91,61%,2.55,46%,0.00,0%,75%,0.0,
2020-06-25 23:31:08.202985,Maximo Blanco,12-8-1 (1 NC),5-8,145,71,Orthodox,Oct 16 1983,4.11,44%,3.19,66%,1.85,36%,63%,0.3,
2020-06-25 23:31:08.535832,David Blanco,2-0-0,5-7,145,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:31:08.802864,Curtis Blaydes,14-2-0 (1 NC),6-4,265,80,Orthodox,Feb 18 1991,3.55,53%,1.73,57%,6.98,55%,33%,0.0,
2020-06-25 23:31:09.100796,Arlene Blencowe,9-6-0,5-5,145,,,Apr 11 1983,2.31,43%,2.10,43%,0.00,0%,55%,0.6,
2020-06-25 23:31:09.334873,Byron Bloodworth,6-3-0,5-8,135,,Orthodox,Aug 16 1983,1.82,28%,5.18,50%,0.00,0%,0%,0.0,
2020-06-25 23:31:09.634922,Dashawn Boatwright,3-1-0,6-0,205,,Orthodox,Feb 29 1988,0.00,0%,52.50,12%,0.00,0%,0%,0.0,
2020-06-25 23:31:09.856948,Dan Bobish,17-9-0,6-2,345,,Southpaw,Jan 26 1970,2.06,44%,1.74,34%,2.44,42%,0%,1.6,
2020-06-25 23:31:10.131051,Mark Bocek,12-5-0,5-8,155,75,Orthodox,Oct 24 1981,2.34,43%,2.32,60%,3.65,36%,31%,1.3,
2020-06-25 23:31:10.465849,Kyle Bochniak,8-5-0,5-7,145,70,Orthodox,Feb 05 1987,2.63,31%,5.11,58%,1.14,15%,62%,0.0,
2020-06-25 23:31:10.783014,James Bochnovic,8-3-0,6-4,205,81,Orthodox,Feb 13 1989,0.65,26%,3.64,21%,0.00,0%,0%,0.0,
2020-06-25 23:31:11.069172,Jeremy Boczulak,0-2-0,,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:31:11.290261,Tim Boetsch,21-13-0,6-0,185,74,Orthodox,Jan 28 1981,2.93,50%,2.90,57%,1.45,34%,59%,0.8,
2020-06-25 23:31:11.678024,Galore Bofando,5-3-0,5-11,170,72,Switch,May 22 1982,3.63,45%,3.63,54%,2.37,100%,50%,0.0,
2020-06-25 23:31:11.940922,Jay Bogan,6-6-0,,145,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:31:12.182590,Roman Bogatov,9-0-0,5-8,155,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:31:12.414683,Derek Bohi,8-5-0,6-4,260,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:31:12.649138,Jerry Bohlander,11-4-0,5-11,199,,Orthodox,Feb 12 1974,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:31:12.892141,Kotetsu Boku,25-11-2,5-9,154,,Orthodox,May 27 1977,2.47,42%,2.80,53%,0.00,0%,0%,0.0,
2020-06-25 23:31:13.127202,Kyle Bolt,8-4-0,6-2,185,,,,7.27,52%,7.27,45%,0.00,0%,0%,0.0,
2020-06-25 23:31:13.350174,Luc Bondole,5-2-2,6-2,205,,,,3.35,51%,2.04,62%,0.00,0%,0%,1.8,
2020-06-25 23:31:13.580160,Tony Bonello,16-3-1 (1 NC),6-2,185,,,,0.62,33%,12.62,10%,0.00,0%,0%,0.0,
2020-06-25 23:31:13.824375,Jesse Bongfeldt,16-5-1,6-0,185,,Orthodox,Aug 28 1980,2.91,62%,1.01,50%,1.51,33%,33%,0.0,
2020-06-25 23:31:14.064411,Marcos Bonilla,4-4-0,5-10,145,,,,0.47,12%,0.47,94%,0.00,0%,0%,0.0,
2020-06-25 23:31:14.310658,Stephan Bonnar,15-9-0,6-4,205,79,Orthodox,Apr 04 1977,2.76,38%,3.01,52%,1.32,40%,60%,1.0,
2020-06-25 23:31:14.653328,Rogerio Bontorin,16-2-0 (1 NC),5-5,125,67,Orthodox,Apr 25 1992,2.30,52%,3.17,38%,1.76,35%,51%,1.1,
2020-06-25 23:31:14.903542,Ray Borg,13-5-0,5-4,135,63,Orthodox,Aug 04 1993,1.52,52%,1.93,48%,3.89,50%,46%,1.0,
2020-06-25 23:31:15.238241,Igor Borisov,1-1-0,6-0,235,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:31:15.490568,Tanner Boser,17-6-1,6-2,255,75,Orthodox,Aug 02 1991,4.17,49%,3.23,63%,0.00,0%,100%,0.0,
2020-06-25 23:31:15.765824,Steve Bosse,12-2-0,5-11,205,72,Orthodox,Jul 29 1981,5.99,52%,5.38,50%,0.92,33%,100%,0.0,
2020-06-25 23:31:16.039628,Marcus Bossett,1-3-0,6-1,215,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:31:16.297971,Chris Bostick,6-3-0,,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:31:16.595567,Poliana Botelho,8-2-0,5-8,115,67,Orthodox,Dec 15 1988,3.65,58%,2.77,55%,1.27,100%,88%,0.0,
2020-06-25 23:31:16.870616,Francois Botha,0-1-0,6-2,260,,Orthodox,Sep 28 1968,0.00,0%,1.05,77%,0.00,0%,0%,0.0,
2020-06-25 23:31:17.124661,Gregory Bouchelaghem,5-4-0,6-2,183,,Switch,,0.27,21%,1.53,36%,0.00,0%,50%,0.0,
2020-06-25 23:31:17.429591,Roy Boughton,14-8-0,6-0,205,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:31:17.648662,Rich Bouphanouvong,1-4-0,5-7,170,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:31:17.890513,Mike Bourke,10-16-1 (1 NC),6-0,275,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:31:18.161585,Jess Bouscal,3-2-0,,155,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:31:18.433802,Tai Bowden,1-1-0,5-11,230,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:31:18.686089,Melton Bowen,0-1-0,6-0,225,,Orthodox,Jul 16 1969,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:31:18.935455,Brian Bowles,10-3-0,5-7,135,70,Orthodox,Jun 22 1980,2.36,26%,2.98,64%,1.39,70%,54%,1.4,
2020-06-25 23:31:19.258359,Roger Bowling,12-6-0 (1 NC),5-9,155,68,Orthodox,Dec 05 1982,3.90,47%,3.86,51%,3.09,43%,27%,0.9,
2020-06-25 23:31:19.547252,Blake Bowman,2-6-0,6-2,170,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:31:19.762878,Ashe Bowman,9-11-0,5-9,155,,,Nov 17 1976,2.43,42%,4.86,57%,0.00,0%,0%,0.0,
2020-06-25 23:31:19.991808,Colley  Bradford,0-1-0,5-7,145,,,,0.43,25%,1.73,50%,19.42,50%,100%,0.0,
2020-06-25 23:31:20.310804,Kyle Bradley,19-12-0 (1 NC),5-9,155,71,Orthodox,Aug 19 1982,1.99,40%,3.45,58%,0.65,50%,40%,0.0,
2020-06-25 23:31:20.560650,Paul Bradley,23-8-0 (2 NC),5-9,170,,Orthodox,Jun 13 1983,2.26,32%,4.13,56%,1.12,16%,100%,0.0,
2020-06-25 23:31:20.852758,Sean Brady,12-0-0,5-10,170,72,Orthodox,Nov 23 1992,5.53,55%,4.80,61%,3.00,50%,100%,0.5,
2020-06-25 23:31:21.133882,Ebenezer Fontes Braga,13-7-2,6-0,199,,Orthodox,Apr 14 1969,2.42,50%,0.42,71%,0.00,0%,90%,0.6,
2020-06-25 23:31:21.415205,Ramiz Brahimaj,8-2-0,5-10,170,73,Orthodox,Nov 17 1992,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:31:21.508280,Joe Brammer,7-3-1,5-8,155,,Orthodox,Aug 23 1983,2.15,31%,2.80,56%,0.81,50%,50%,0.0,
2020-06-25 23:31:21.782516,David Branch,22-6-0,6-1,185,78,Orthodox,Sep 26 1981,1.66,39%,1.91,56%,2.55,32%,43%,0.0,
2020-06-25 23:31:22.084451,Diego Brandao,22-11-0,5-7,145,64,Orthodox,May 27 1987,2.94,47%,3.38,62%,3.21,68%,80%,0.6,
2020-06-25 23:31:22.407127,Michael Bravo,7-4-0,,155,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:31:22.654599,Martin Bravo,11-3-0,5-8,145,71,Southpaw,Sep 21 1993,7.66,39%,5.72,51%,2.60,35%,85%,0.0,
2020-06-25 23:31:22.913663,Tom Breese,11-2-0,6-3,185,73,Southpaw,Sep 26 1991,3.55,50%,2.73,62%,0.00,0%,75%,0.3,
2020-06-25 23:31:23.169986,Chris Brennan,21-13-1,5-8,170,,Orthodox,Oct 12 1971,0.60,40%,0.97,50%,0.00,0%,25%,2.1,
2020-06-25 23:31:23.447643,Charlie Brenneman,19-8-0,5-10,155,70,Orthodox,Feb 09 1981,1.52,56%,1.55,46%,4.23,42%,72%,0.0,
2020-06-25 23:31:23.780416,Robert Breslin,3-9-0,5-11,155,,,,2.21,46%,3.50,66%,1.38,100%,50%,0.0,
2020-06-25 23:31:24.027672,Mack Brewer,0-1-0,,205,,,,0.00,0%,6.67,36%,0.00,0%,0%,0.0,
2020-06-25 23:31:24.274027,Marcos Brigagao,11-1-0,6-3,205,76,Southpaw,Apr 01 1996,3.07,43%,3.27,25%,0.00,0%,36%,0.0,
2020-06-25 23:31:24.496536,Jason Brilz,22-6-1,5-11,205,71,Orthodox,Jul 07 1975,2.66,40%,1.78,65%,2.37,25%,25%,1.3,
2020-06-25 23:31:24.751083,Marcus Brimage,7-7-0,5-4,135,71,Southpaw,Apr 06 1985,3.97,35%,3.64,56%,0.56,100%,80%,0.0,
2020-06-25 23:31:25.107083,Aaron Brink,26-26-0 (2 NC),6-3,205,,Orthodox,Nov 12 1974,3.49,42%,5.71,57%,0.00,0%,0%,0.0,
2020-06-25 23:31:25.351551,Henry Briones,16-8-1,5-8,135,69,Orthodox,Oct 22 1980,3.47,42%,4.68,53%,0.00,0%,52%,0.6,
2020-06-25 23:31:25.639606,Marcelo Brito,13-8-0,6-1,170,,Orthodox,Nov 27 1977,0.60,20%,3.53,55%,0.00,0%,50%,0.0,
2020-06-25 23:31:25.888014,Antwain Britt,11-6-0,6-1,205,77,,May 09 1978,1.46,39%,2.81,44%,1.56,40%,50%,0.0,
2020-06-25 23:31:26.162151,Drew Brokenshire,16-6-0,,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:31:26.411945,Mike Bronzoulis,18-9-1,6-0,155,,,Jan 05 1979,1.13,34%,2.54,37%,0.00,0%,33%,0.0,
2020-06-25 23:31:26.672201,Jonathan Brookins,16-10-0,6-0,145,74,Southpaw,Aug 13 1985,2.69,39%,3.63,56%,1.94,17%,80%,0.3,
2020-06-25 23:31:26.941900,Will Brooks,18-4-0,5-10,155,72,Orthodox,Oct 08 1986,4.26,59%,2.54,56%,2.08,51%,82%,0.3,
2020-06-25 23:31:27.240673,Jarred Brooks,13-2-0,5-3,125,62,Switch,May 02 1993,2.12,46%,1.66,62%,4.54,57%,69%,0.6,
